date,latitude,longitude,pm2.5,aqi,city,temperature_2m,relative_humidity_2m,wind_speed_10m,pressure_msl,precipitation,cloud_cover
2014-01-01,36.487823,-117.871036,3.9,22.0,Keeler,9.768882294117647,35.693171,4.250127970588235,1022.9470588235293,0.0,0.35294117647058826
2014-01-02,36.487823,-117.871036,3.9,22.0,Keeler,9.54424975,41.76753179166666,3.0411537625,1022.5875,0.0,24.25
2014-01-03,36.487823,-117.871036,3.4,19.0,Keeler,9.415083125,44.287000041666666,2.724364036666667,1018.3583333333332,0.0,33.375
2014-01-04,36.487823,-117.871036,6.3,35.0,Keeler,9.521333208333333,47.579880124999995,3.6944590791666667,1014.2583333333333,0.0,36.75
2014-01-05,36.487823,-117.871036,1.5,8.0,Keeler,7.600499875,42.27139541666667,2.9382837333333334,1022.9833333333332,0.0,0.0
2014-01-06,36.487823,-117.871036,3.7,21.0,Keeler,6.894249833333333,33.02475629166667,2.23332285,1026.7916666666667,0.0,22.125
2014-01-07,36.487823,-117.871036,3.7,21.0,Keeler,8.79008325,34.665599916666665,2.3823134570833333,1021.7583333333333,0.0,84.875
2014-01-08,36.487823,-117.871036,2.0,11.0,Keeler,8.533833,35.78547445833333,2.9724447375,1018.0333333333333,0.0,16.833333333333332
2014-01-09,36.487823,-117.871036,4.0,22.0,Keeler,8.8671665,34.458933,2.7125397041666663,1016.3125,0.0,59.583333333333336
2014-01-10,36.487823,-117.871036,3.0,17.0,Keeler,10.942166666666667,38.03688975,3.4205473166666667,1017.65,0.0,22.208333333333332
2014-01-11,36.487823,-117.871036,2.7,15.0,Keeler,12.033833125,37.77416958333333,3.762255208333334,1019.4458333333333,0.0,74.16666666666667
2014-01-12,36.487823,-117.871036,2.7,15.0,Keeler,11.571333208333334,39.64696383333334,3.3047349529166667,1017.5958333333333,0.0,18.75
2014-01-13,36.487823,-117.871036,2.5,14.0,Keeler,7.25674975,42.61929670833333,3.826405154166667,1029.5874999999999,0.0,0.0
2014-01-14,36.487823,-117.871036,3.5,19.0,Keeler,11.250499666666668,24.387320625,3.8106889583333334,1030.7666666666667,0.0,0.0
2014-01-15,36.487823,-117.871036,3.4,19.0,Keeler,12.000499666666668,24.738270375,4.982360091666666,1029.4166666666667,0.0,0.0
2014-01-16,36.487823,-117.871036,4.5,25.0,Keeler,12.585916333333332,24.684742291666666,5.0311100125,1025.8875,0.0,0.0
2014-01-17,36.487823,-117.871036,3.6,20.0,Keeler,11.654666291666667,23.698778083333334,4.1729548,1024.2333333333333,0.0,0.0
2014-01-18,36.487823,-117.871036,3.1,17.0,Keeler,11.731749708333334,25.232715125,3.7971484404166667,1021.8625000000001,0.0,0.0
2014-01-19,36.487823,-117.871036,3.3,18.0,Keeler,11.546333166666665,27.371920458333335,3.5616190125,1021.2041666666668,0.0,8.083333333333334
2014-01-20,36.487823,-117.871036,3.9,22.0,Keeler,11.494249416666667,26.423445,3.546323295,1021.9333333333334,0.0,35.291666666666664
2014-01-21,36.487823,-117.871036,4.8,27.0,Keeler,11.49841625,29.77699675,3.5669991833333334,1024.7541666666666,0.0,49.0
