date,latitude,longitude,pm2.5,aqi,city,temperature_2m,relative_humidity_2m,wind_speed_10m,pressure_msl,precipitation,cloud_cover
2014-01-01,33.996360000875,-117.4924,72.9,163.0,Mira Loma (Van Buren),11.507970570588235,38.97154888235294,4.369180235294118,1019.0470588235294,0.0,1.1176470588235294
2014-01-02,33.996360000875,-117.4924,16.5,65.0,Mira Loma (Van Buren),13.933583429166667,39.527163875,5.857018783333333,1017.8000000000001,0.0,15.166666666666666
2014-01-03,33.996360000875,-117.4924,25.9,82.0,Mira Loma (Van Buren),14.291916608333333,43.191789416666666,4.8670898,1015.6291666666666,0.0,40.5
2014-01-04,33.996360000875,-117.4924,40.0,112.0,Mira Loma (Van Buren),14.937750124999999,48.976926625000004,5.668378183333334,1014.3333333333334,0.0,94.70833333333333
2014-01-05,33.996360000875,-117.4924,10.9,54.0,Mira Loma (Van Buren),12.7940000125,46.5217251875,5.7742864958333335,1017.1833333333334,0.0,26.083333333333332
2014-01-06,33.996360000875,-117.4924,3.5,19.0,Mira Loma (Van Buren),12.237750041666667,27.4071708375,8.2011632375,1020.4833333333332,0.0,1.375
2014-01-07,33.996360000875,-117.4924,20.0,71.0,Mira Loma (Van Buren),11.9690000375,27.506070624999996,5.416765712499999,1019.1374999999999,0.0,38.708333333333336
2014-01-08,33.996360000875,-117.4924,29.2,88.0,Mira Loma (Van Buren),13.554416791666666,28.129495541666667,5.928640541666667,1018.0375,0.0,76.75
2014-01-09,33.996360000875,-117.4924,41.4,116.0,Mira Loma (Van Buren),11.902333375,52.729640958333334,5.915188304166667,1017.6374999999999,0.0,61.208333333333336
2014-01-10,33.996360000875,-117.4924,52.4,143.0,Mira Loma (Van Buren),11.679416708333333,58.57255245833333,5.121189154166667,1017.6708333333332,0.0,39.583333333333336
2014-01-11,33.996360000875,-117.4924,51.2,140.0,Mira Loma (Van Buren),13.604416791666667,47.820192666666664,4.845967479166666,1019.0541666666667,0.0,35.125
2014-01-12,33.996360000875,-117.4924,39.0,110.0,Mira Loma (Van Buren),14.037749925,51.645052541666665,4.902987741666666,1018.1458333333334,0.0,69.33333333333333
2014-01-13,33.996360000875,-117.4924,2.6,14.0,Mira Loma (Van Buren),13.112750083333333,31.372281416666667,6.973443695833333,1022.3249999999999,0.0,14.25
2014-01-14,33.996360000875,-117.4924,6.1,34.0,Mira Loma (Van Buren),14.1565,28.470258625,8.3492252125,1024.3083333333332,0.0,0.0
2014-01-15,33.996360000875,-117.4924,2.0,11.0,Mira Loma (Van Buren),15.456500095833334,22.11314403333333,8.317999725,1022.5583333333334,0.0,0.0
2014-01-16,33.996360000875,-117.4924,3.3,18.0,Mira Loma (Van Buren),16.202333358333334,23.254758604166668,7.0853064,1019.1958333333333,0.0,0.0
2014-01-17,33.996360000875,-117.4924,7.0,39.0,Mira Loma (Van Buren),16.221083458333336,16.244429862500002,6.9048387625,1018.1166666666667,0.0,0.0
2014-01-18,33.996360000875,-117.4924,16.0,64.0,Mira Loma (Van Buren),16.114833416666666,19.665084045833336,5.684800145833333,1017.3916666666668,0.0,52.833333333333336
2014-01-19,33.996360000875,-117.4924,19.6,71.0,Mira Loma (Van Buren),16.077333416666665,19.15852488333333,5.355618929166667,1017.6541666666667,0.0,72.5
2014-01-20,33.996360000875,-117.4924,16.3,64.0,Mira Loma (Van Buren),15.931499875,21.18917731666667,4.308283933333334,1018.9416666666666,0.0,28.125
2014-01-21,33.996360000875,-117.4924,11.1,55.0,Mira Loma (Van Buren),15.746083416666666,21.35986898333333,5.453101329166667,1020.0333333333333,0.0,74.625
2014-01-22,33.996360000875,-117.4924,17.5,67.0,Mira Loma (Van Buren),16.93775008333333,24.657859312499998,5.733601825,1016.3166666666666,0.0,54.291666666666664
2014-01-23,33.996360000875,-117.4924,28.2,87.0,Mira Loma (Van Buren),15.954416858333333,32.42576141666667,6.1215389875,1013.3333333333334,0.0,40.375
2014-01-24,33.996360000875,-117.4924,20.4,72.0,Mira Loma (Van Buren),15.244000333333332,24.605549375,5.550504812500001,1019.1333333333333,0.0,99.5
2014-01-25,33.996360000875,-117.4924,13.3,59.0,Mira Loma (Van Buren),17.262749958333334,27.533986666666667,4.7043178616666665,1021.7791666666667,0.0,69.54166666666667
2014-01-26,33.996360000875,-117.4924,25.9,82.0,Mira Loma (Van Buren),15.92316675,39.92203325,5.418610583333333,1019.6625,0.0,53.916666666666664
2014-01-27,33.996360000875,-117.4924,23.4,78.0,Mira Loma (Van Buren),14.379416916666665,63.788027125000006,4.820477020833334,1017.5958333333333,0.0,62.833333333333336
2014-01-28,33.996360000875,-117.4924,35.9,102.0,Mira Loma (Van Buren),14.85025025,52.777417791666664,4.938290608333333,1018.2666666666668,0.0,74.41666666666667
2014-01-29,33.996360000875,-117.4924,45.9,127.0,Mira Loma (Van Buren),16.289833441666666,38.313968875,4.4867445625,1017.6166666666667,0.0,62.75
2014-01-30,33.996360000875,-117.4924,29.8,90.0,Mira Loma (Van Buren),14.387750375000001,57.876667708333336,7.5774965,1013.7666666666668,0.06666666666666667,82.41666666666667
2014-01-31,33.996360000875,-117.4924,8.4,47.0,Mira Loma (Van Buren),11.844000208333334,83.45413854166667,9.5218233625,1012.7624999999999,0.041666666666666664,84.625
2014-02-01,33.996360000875,-117.4924,4.7,26.0,Mira Loma (Van Buren),10.525250166666668,61.36324066666666,7.4117110125,1014.6416666666668,0.0,21.833333333333332
2014-02-02,33.996360000875,-117.4924,7.3,41.0,Mira Loma (Van Buren),7.550250163333334,45.54916775,8.2066656625,1017.2916666666666,0.0,23.583333333333332
2014-02-03,33.996360000875,-117.4924,8.1,45.0,Mira Loma (Van Buren),8.446083408333333,71.16088329166666,6.5554862875,1014.1208333333334,0.20833333333333334,57.5
2014-02-04,33.996360000875,-117.4924,8.1,45.0,Mira Loma (Van Buren),9.279416970833333,79.55775120833333,7.633307383333334,1015.75,0.0,39.375
2014-02-05,33.996360000875,-117.4924,13.6,59.0,Mira Loma (Van Buren),10.925250416666666,71.86095808333333,4.7020058125,1017.9250000000001,0.004166666666666667,44.5
2014-02-06,33.996360000875,-117.4924,23.4,78.0,Mira Loma (Van Buren),10.187750291666667,79.84045058333334,7.040970875,1017.3458333333333,0.029166666666666664,77.875
2014-02-07,33.996360000875,-117.4924,15.5,63.0,Mira Loma (Van Buren),10.460667083333334,85.85592295833334,6.757917166666666,1018.3625000000001,0.24583333333333335,89.875
2014-02-08,33.996360000875,-117.4924,20.9,73.0,Mira Loma (Van Buren),10.325250179166668,83.26096954166667,4.9344459375000005,1022.7833333333333,0.0,57.958333333333336
2014-02-09,33.996360000875,-117.4924,25.2,81.0,Mira Loma (Van Buren),11.360666916666666,85.09234983333333,4.961683416666666,1022.5583333333334,0.0,69.75
2014-02-10,33.996360000875,-117.4924,24.4,80.0,Mira Loma (Van Buren),12.035667208333335,82.59588866666667,6.8114727125,1019.7291666666666,0.0,63.541666666666664
2014-02-11,33.996360000875,-117.4924,21.6,74.0,Mira Loma (Van Buren),14.158583458333334,68.03977758333333,5.489722316666666,1017.3666666666667,0.0,48.583333333333336
2014-02-12,33.996360000875,-117.4924,19.5,70.0,Mira Loma (Van Buren),15.721083375,53.960557875,4.8367282991666665,1018.4625,0.0,77.58333333333333
2014-02-13,33.996360000875,-117.4924,30.7,91.0,Mira Loma (Van Buren),18.862750083333335,40.78271279166667,5.376860216666667,1017.2041666666668,0.0,55.5
2014-02-14,33.996360000875,-117.4924,38.7,109.0,Mira Loma (Van Buren),19.483583375,42.67741779166667,5.9134821625,1016.1541666666667,0.0,10.083333333333334
2014-02-15,33.996360000875,-117.4924,32.7,95.0,Mira Loma (Van Buren),19.793999916666667,37.00954195833334,5.8452793666666665,1015.1666666666666,0.0,38.166666666666664
2014-02-16,33.996360000875,-117.4924,28.4,87.0,Mira Loma (Van Buren),19.298166583333334,39.878072124999996,4.691247420833333,1015.5541666666667,0.0,89.79166666666667
2014-02-17,33.996360000875,-117.4924,23.2,77.0,Mira Loma (Van Buren),16.619000083333333,50.680274708333336,5.4027298,1017.0166666666668,0.0,16.125
2014-02-18,33.996360000875,-117.4924,24.4,80.0,Mira Loma (Van Buren),14.216916958333334,65.37733933333332,5.9463964125,1017.0583333333334,0.0,77.125
2014-02-19,33.996360000875,-117.4924,37.3,105.0,Mira Loma (Van Buren),15.346083458333334,52.779565375000004,5.964060191666667,1015.125,0.0,68.66666666666667
2014-02-20,33.996360000875,-117.4924,25.4,81.0,Mira Loma (Van Buren),14.812750124999999,51.684324583333336,6.119952345833333,1014.5583333333334,0.0,42.0
2014-02-21,33.996360000875,-117.4924,18.0,68.0,Mira Loma (Van Buren),17.55233325,28.27453147916667,5.861285920833333,1014.4333333333334,0.0,56.083333333333336
2014-02-22,33.996360000875,-117.4924,24.0,79.0,Mira Loma (Van Buren),17.829416791666667,38.916717625,6.2090448875,1012.4208333333332,0.0,53.583333333333336
2014-02-23,33.996360000875,-117.4924,30.0,90.0,Mira Loma (Van Buren),16.987750208333335,40.71036875,5.4629279,1013.3333333333334,0.0,14.875
2014-02-24,33.996360000875,-117.4924,28.1,86.0,Mira Loma (Van Buren),16.460666791666664,42.570153,5.369442108333334,1014.6791666666667,0.0,12.791666666666666
2014-02-25,33.996360000875,-117.4924,25.0,81.0,Mira Loma (Van Buren),15.639833416666667,58.514491916666664,5.4869354625,1015.5791666666668,0.0,29.125
2014-02-26,33.996360000875,-117.4924,13.8,60.0,Mira Loma (Van Buren),13.7898335,74.40602841666667,7.810156708333333,1017.0500000000001,0.008333333333333333,82.95833333333333
2014-02-27,33.996360000875,-117.4924,4.3,24.0,Mira Loma (Van Buren),13.9335835,78.125474625,8.528675575,1015.8083333333334,0.39166666666666666,85.75
2014-02-28,33.996360000875,-117.4924,3.2,18.0,Mira Loma (Van Buren),13.175250416666666,87.207007625,15.9700429625,1008.6541666666667,1.4583333333333333,92.25
2014-03-01,33.996360000875,-117.4924,6.7,37.0,Mira Loma (Van Buren),11.621083791666665,91.894570375,9.931965320833333,1008.3625000000001,1.8958333333333333,88.41666666666667
2014-03-02,33.996360000875,-117.4924,10.3,53.0,Mira Loma (Van Buren),10.541917083333333,89.07480550000001,5.755865450000001,1016.3083333333334,0.1708333333333333,87.75
2014-03-03,33.996360000875,-117.4924,21.3,74.0,Mira Loma (Van Buren),12.164833541666667,82.93847354166667,3.8678919750000005,1019.5958333333333,0.0,70.54166666666667
2014-03-04,33.996360000875,-117.4924,16.2,64.0,Mira Loma (Van Buren),13.789833541666667,84.29932525,6.249943683333334,1016.9875000000001,0.0,83.04166666666667
2014-03-05,33.996360000875,-117.4924,33.8,97.0,Mira Loma (Van Buren),15.387750208333335,75.81239983333333,4.7643609125,1017.0708333333333,0.0,62.166666666666664
2014-03-06,33.996360000875,-117.4924,21.6,74.0,Mira Loma (Van Buren),16.594000041666664,80.09878558333334,5.494049266666667,1017.0291666666667,0.0,75.08333333333333
2014-03-07,33.996360000875,-117.4924,18.5,69.0,Mira Loma (Van Buren),15.829416833333333,77.49007625,6.665007208333333,1014.8125,0.0,63.416666666666664
2014-03-08,33.996360000875,-117.4924,1.9,11.0,Mira Loma (Van Buren),14.860666625,58.10680420833333,6.829131479166667,1015.7916666666666,0.0,10.625
2014-03-09,33.996360000875,-117.4924,4.3,24.0,Mira Loma (Van Buren),15.848166691666668,53.828230875,8.3036296875,1019.35,0.0,48.791666666666664
2014-03-10,33.996360000875,-117.4924,11.3,55.0,Mira Loma (Van Buren),18.266916583333334,44.32053425,6.472918766666666,1017.4708333333333,0.0,27.291666666666668
2014-03-11,33.996360000875,-117.4924,13.1,58.0,Mira Loma (Van Buren),16.69816679166667,57.95400266666667,5.011356979166667,1015.1125000000001,0.0,79.45833333333333
2014-03-12,33.996360000875,-117.4924,6.3,35.0,Mira Loma (Van Buren),15.079416666666667,45.44116983333333,6.13974795,1014.7208333333333,0.0,36.208333333333336
2014-03-13,33.996360000875,-117.4924,16.5,65.0,Mira Loma (Van Buren),15.969000083333334,49.829027958333334,6.257963270833334,1014.2791666666667,0.0,52.0
2014-03-14,33.996360000875,-117.4924,17.1,66.0,Mira Loma (Van Buren),15.375250083333333,67.65031641666667,6.6838182125,1016.8541666666666,0.0,35.125
2014-03-15,33.996360000875,-117.4924,11.0,55.0,Mira Loma (Van Buren),17.287750095833335,56.55098975000001,5.475094025,1020.0500000000001,0.0,24.416666666666668
2014-03-16,33.996360000875,-117.4924,14.0,60.0,Mira Loma (Van Buren),18.62941675,44.20646570833333,7.177157479166667,1021.775,0.0,0.0
2014-03-17,33.996360000875,-117.4924,18.1,68.0,Mira Loma (Van Buren),19.912749958333333,37.896054625,8.356091829166667,1015.8249999999999,0.0,14.333333333333334
2014-03-18,33.996360000875,-117.4924,14.9,62.0,Mira Loma (Van Buren),16.214833333333335,56.825272250000005,8.090764779166667,1010.0083333333333,0.0,68.375
2014-03-19,33.996360000875,-117.4924,10.9,54.0,Mira Loma (Van Buren),16.51275,37.157069166666666,5.3508294125,1014.4,0.0,20.333333333333332
2014-03-20,33.996360000875,-117.4924,12.1,57.0,Mira Loma (Van Buren),17.6273335,42.46850683333333,5.077436775,1016.1374999999999,0.0,60.916666666666664
2014-03-21,33.996360000875,-117.4924,15.4,63.0,Mira Loma (Van Buren),14.76483325,70.59482779166667,6.540498366666667,1014.7583333333333,0.0,16.958333333333332
2014-03-22,33.996360000875,-117.4924,14.0,60.0,Mira Loma (Van Buren),14.033583458333332,71.77002395833334,7.183974727916667,1016.2166666666667,0.0,36.708333333333336
2014-03-23,33.996360000875,-117.4924,24.1,79.0,Mira Loma (Van Buren),14.629416791666666,72.524400625,5.9670866333333334,1018.8958333333334,0.0,63.416666666666664
2014-03-24,33.996360000875,-117.4924,24.6,80.0,Mira Loma (Van Buren),16.721083375,64.67659733333333,7.070983241666667,1018.2708333333334,0.0,77.04166666666667
2014-03-25,33.996360000875,-117.4924,24.8,80.0,Mira Loma (Van Buren),15.141916791666667,72.32225841666667,6.1867404875,1015.9125,0.0,63.75
2014-03-26,33.996360000875,-117.4924,7.5,42.0,Mira Loma (Van Buren),13.22108375,73.76634316666666,15.018576754166666,1013.3083333333334,0.075,70.125
2014-03-27,33.996360000875,-117.4924,5.8,32.0,Mira Loma (Van Buren),12.669000333333335,75.760383375,11.274685775,1015.6333333333333,0.03333333333333333,49.541666666666664
2014-03-28,33.996360000875,-117.4924,15.2,62.0,Mira Loma (Van Buren),13.441916874999999,72.10330175,7.418556575,1019.0625,0.0,32.583333333333336
2014-03-29,33.996360000875,-117.4924,14.9,62.0,Mira Loma (Van Buren),16.664833458333334,63.44310829166667,6.2996919625,1018.775,0.0,70.66666666666667
2014-03-30,33.996360000875,-117.4924,6.4,36.0,Mira Loma (Van Buren),15.598166874999999,68.93953366666666,9.145711670833334,1015.7791666666667,0.008333333333333333,64.79166666666667
2014-03-31,33.996360000875,-117.4924,6.5,36.0,Mira Loma (Van Buren),13.596083458333334,65.73083433333333,10.029336379166667,1016.2458333333334,0.0,16.791666666666668
2014-04-01,33.996360000875,-117.4924,4.1,23.0,Mira Loma (Van Buren),11.827333625,70.76719816666666,12.848246983333333,1015.3958333333334,0.14166666666666666,34.458333333333336
2014-04-02,33.996360000875,-117.4924,5.0,28.0,Mira Loma (Van Buren),10.441917,72.9460225,14.135265854166667,1015.0083333333333,0.17916666666666667,28.666666666666668
2014-04-03,33.996360000875,-117.4924,10.8,54.0,Mira Loma (Van Buren),11.121083400000002,65.33761854166666,7.078552466666667,1018.4875000000001,0.0,16.625
2014-04-04,33.996360000875,-117.4924,6.9,38.0,Mira Loma (Van Buren),13.010666958333333,65.50337429166667,6.434269625,1016.625,0.0,91.58333333333333
2014-04-05,33.996360000875,-117.4924,9.6,52.0,Mira Loma (Van Buren),12.727333429166668,68.118973,7.6907700125,1014.5333333333333,0.0,27.083333333333332
2014-04-06,33.996360000875,-117.4924,3.7,21.0,Mira Loma (Van Buren),15.823166720833333,53.40108941666667,7.604664141666667,1017.1041666666666,0.0,0.8333333333333334
2014-04-07,33.996360000875,-117.4924,3.8,21.0,Mira Loma (Van Buren),19.664833333333334,40.62658125,7.069985558333333,1017.5208333333334,0.0,2.0833333333333335
2014-04-08,33.996360000875,-117.4924,11.7,56.0,Mira Loma (Van Buren),22.627333250000003,31.870023729166665,5.716229108333334,1017.7166666666667,0.0,21.083333333333332
2014-04-09,33.996360000875,-117.4924,16.2,64.0,Mira Loma (Van Buren),23.608583125,24.490792070833333,5.468730175,1015.8375,0.0,91.54166666666667
2014-04-10,33.996360000875,-117.4924,16.5,65.0,Mira Loma (Van Buren),22.716916416666667,21.665904012500004,5.893803683333334,1014.1708333333332,0.0,55.666666666666664
2014-04-11,33.996360000875,-117.4924,19.5,70.0,Mira Loma (Van Buren),22.327333208333332,30.05247425,6.071668795833333,1012.6625,0.0,49.833333333333336
2014-04-12,33.996360000875,-117.4924,19.6,71.0,Mira Loma (Van Buren),15.641916708333333,59.568284041666665,8.966648941666667,1012.5333333333333,0.0,24.25
2014-04-13,33.996360000875,-117.4924,17.0,66.0,Mira Loma (Van Buren),13.031500333333334,67.226753625,8.8436761625,1014.5666666666666,0.0,40.916666666666664
2014-04-14,33.996360000875,-117.4924,15.6,63.0,Mira Loma (Van Buren),17.758583583333333,49.81029390416666,5.476159680833334,1016.3291666666668,0.0,14.708333333333334
