date,latitude,longitude,pm2.5,aqi,city,temperature_2m,relative_humidity_2m,wind_speed_10m,pressure_msl,precipitation,cloud_cover
2014-01-01,39.76168,-121.84047,58.6,153.0,Chico-East Avenue,9.307117588235295,45.54012976470588,5.282770317647058,1021.4588235294117,0.0,27.647058823529413
2014-01-02,39.76168,-121.84047,24.7,80.0,Chico-East Avenue,10.000499916666667,54.57878645833333,5.637430029166667,1021.0416666666666,0.0,20.166666666666668
2014-01-03,39.76168,-121.84047,33.5,96.0,Chico-East Avenue,10.473416583333334,53.83608454166667,4.47755481125,1017.4916666666667,0.0,25.0
2014-01-04,39.76168,-121.84047,28.2,87.0,Chico-East Avenue,9.546333291666667,60.943287999999995,7.011020720833333,1015.7333333333332,0.0,0.041666666666666664
2014-01-05,39.76168,-121.84047,24.8,80.0,Chico-East Avenue,11.081749875,22.948702458333333,10.2381883125,1020.0458333333332,0.0,2.25
2014-01-06,39.76168,-121.84047,35.1,99.0,Chico-East Avenue,9.912999749999999,26.876508333333334,6.713955608333333,1023.4416666666666,0.0,73.66666666666667
2014-01-07,39.76168,-121.84047,24.5,80.0,Chico-East Avenue,8.70049975,58.370104749999996,3.8409849625,1021.6833333333334,0.0,50.333333333333336
2014-01-08,39.76168,-121.84047,32.1,94.0,Chico-East Avenue,8.221333083333333,63.56953479166666,4.338997569583333,1020.9541666666668,0.0,57.75
2014-01-09,39.76168,-121.84047,22.9,77.0,Chico-East Avenue,9.16924975,69.22688775,5.581143208333334,1021.7291666666666,0.0,72.45833333333333
2014-01-10,39.76168,-121.84047,23.1,77.0,Chico-East Avenue,9.10675,70.538605375,4.045385708333334,1023.5791666666668,0.0,85.20833333333333
2014-01-11,39.76168,-121.84047,18.3,68.0,Chico-East Avenue,9.340083083333333,74.58704958333333,11.078161658333334,1021.0708333333333,0.08333333333333333,96.875
2014-01-12,39.76168,-121.84047,3.5,19.0,Chico-East Avenue,8.396333125,82.90725758333333,9.457404412499999,1024.9416666666666,0.0,37.25
2014-01-13,39.76168,-121.84047,11.3,55.0,Chico-East Avenue,11.350499791666666,46.734592041666666,10.877493033333332,1029.0208333333333,0.0,0.8333333333333334
2014-01-14,39.76168,-121.84047,17.2,66.0,Chico-East Avenue,13.090083208333333,32.375389125,10.051667983333333,1029.7791666666667,0.0,3.7916666666666665
2014-01-15,39.76168,-121.84047,15.5,63.0,Chico-East Avenue,14.26925,29.907278895833333,8.190293725,1027.0958333333333,0.0,0.0
2014-01-16,39.76168,-121.84047,14.8,62.0,Chico-East Avenue,13.831749791666667,26.819873541666666,8.823797620833334,1023.2666666666668,0.0,0.16666666666666666
2014-01-17,39.76168,-121.84047,22.1,75.0,Chico-East Avenue,13.475499958333332,28.218793708333333,7.521028745833333,1021.3916666666668,0.0,0.0
2014-01-18,39.76168,-121.84047,16.5,65.0,Chico-East Avenue,12.08383325,38.861351500000005,5.540113345833333,1020.3666666666667,0.0,1.5416666666666667
2014-01-19,39.76168,-121.84047,17.5,67.0,Chico-East Avenue,11.167166666666667,45.578276375,5.0302449625,1019.4083333333333,0.0,26.458333333333332
2014-01-20,39.76168,-121.84047,16.0,64.0,Chico-East Avenue,10.848416624999999,42.428288875,5.619683870833334,1020.3708333333334,0.0,2.2083333333333335
2014-01-21,39.76168,-121.84047,14.2,61.0,Chico-East Avenue,10.867166625000001,45.25344783333333,6.5954802125,1023.3916666666668,0.0,29.916666666666668
2014-01-22,39.76168,-121.84047,17.6,67.0,Chico-East Avenue,11.590083333333332,36.81993116666667,6.8623101958333335,1019.5500000000001,0.0,9.75
2014-01-23,39.76168,-121.84047,4.6,26.0,Chico-East Avenue,13.4984165,29.370300041666667,9.124931629166667,1013.4875000000001,0.0,6.041666666666667
2014-01-24,39.76168,-121.84047,15.8,63.0,Chico-East Avenue,14.704666541666667,30.149226875,9.2650717375,1018.2333333333332,0.0,2.375
2014-01-25,39.76168,-121.84047,13.4,59.0,Chico-East Avenue,13.423416583333333,37.534660208333335,8.124194354166667,1023.1875,0.0,4.125
2014-01-26,39.76168,-121.84047,13.0,58.0,Chico-East Avenue,12.560916624999999,37.34389945833333,6.006405729166667,1019.3625000000001,0.0,29.791666666666668
2014-01-27,39.76168,-121.84047,19.7,71.0,Chico-East Avenue,10.821333375,45.820661124999994,4.420606808333333,1018.4791666666666,0.0,67.45833333333333
2014-01-28,39.76168,-121.84047,23.7,78.0,Chico-East Avenue,12.437999750000001,49.828443625,3.9218680750000003,1021.5416666666666,0.0,99.04166666666667
2014-01-29,39.76168,-121.84047,15.9,64.0,Chico-East Avenue,13.485916375,67.01808741666666,9.235786670833333,1019.8833333333333,0.22083333333333333,96.875
2014-01-30,39.76168,-121.84047,15.6,63.0,Chico-East Avenue,11.635916333333332,80.21870729166666,4.9340108916666665,1012.9375,0.28750000000000003,87.375
2014-01-31,39.76168,-121.84047,6.0,33.0,Chico-East Avenue,9.740083041666667,56.976342875,7.483380283333333,1013.4708333333333,0.05000000000000001,40.416666666666664
2014-02-01,39.76168,-121.84047,6.3,35.0,Chico-East Avenue,7.529666375000001,42.224278958333336,7.806805066666667,1018.3583333333332,0.0,0.08333333333333333
