Date,Latitude,Longitude,PM2.5,Ozone,AQI,Name
2015-05-04,36.4818700009023,-121.73333,8.2,0.047,46,Carmel Valley
2015-05-05,36.4818700009023,-121.73333,9.0,0.048,50,Carmel Valley
2015-05-06,36.4818700009023,-121.73333,10.6,0.042,54,Carmel Valley
2015-05-07,36.4818700009023,-121.73333,10.1,0.041,53,Carmel Valley
2015-05-08,36.4818700009023,-121.73333,9.9,0.039,52,Carmel Valley
2015-05-09,36.4818700009023,-121.73333,6.9,0.041,38,Carmel Valley
2015-05-10,36.4818700009023,-121.73333,8.0,0.038,44,Carmel Valley
2015-05-11,36.4818700009023,-121.73333,7.0,0.044,39,Carmel Valley
2015-05-12,36.4818700009023,-121.73333,7.8,0.043,43,Carmel Valley
2015-05-13,36.4818700009023,-121.73333,5.2,0.046,29,Carmel Valley
2015-05-14,36.4818700009023,-121.73333,3.4,0.041,19,Carmel Valley
2015-05-15,36.4818700009023,-121.73333,4.7,0.045,26,Carmel Valley
2015-05-16,36.4818700009023,-121.73333,5.8,0.04,32,Carmel Valley
2015-05-17,36.4818700009023,-121.73333,5.5,0.041,31,Carmel Valley
2015-05-18,36.4818700009023,-121.73333,5.9,0.041,33,Carmel Valley
2015-05-19,36.4818700009023,-121.73333,6.1,0.038,34,Carmel Valley
2015-05-20,36.4818700009023,-121.73333,6.6,0.04,37,Carmel Valley
2015-05-21,36.4818700009023,-121.73333,3.9,0.037,22,Carmel Valley
2015-05-22,36.4818700009023,-121.73333,4.8,0.04,27,Carmel Valley
2015-05-23,36.4818700009023,-121.73333,6.7,0.045,37,Carmel Valley
2015-05-24,36.4818700009023,-121.73333,5.8,0.037,32,Carmel Valley
2015-05-25,36.4818700009023,-121.73333,3.0,0.036,17,Carmel Valley
2015-05-26,36.4818700009023,-121.73333,2.5,0.037,14,Carmel Valley
2015-05-27,36.4818700009023,-121.73333,4.4,0.034,24,Carmel Valley
2015-05-28,36.4818700009023,-121.73333,4.3,0.032,24,Carmel Valley
2015-05-30,36.4818700009023,-121.73333,4.9,0.035,27,Carmel Valley
2015-05-31,36.4818700009023,-121.73333,6.3,0.038,35,Carmel Valley
2015-06-01,36.4818700009023,-121.73333,4.5,0.034,25,Carmel Valley
2015-06-02,36.4818700009023,-121.73333,4.0,0.031,22,Carmel Valley
2015-06-03,36.4818700009023,-121.73333,5.2,0.034,29,Carmel Valley
2015-06-04,36.4818700009023,-121.73333,7.2,0.03,40,Carmel Valley
2015-06-05,36.4818700009023,-121.73333,5.4,0.032,30,Carmel Valley
2015-06-06,36.4818700009023,-121.73333,4.3,0.032,24,Carmel Valley
2015-06-07,36.4818700009023,-121.73333,3.7,0.032,21,Carmel Valley
2015-06-08,36.4818700009023,-121.73333,5.6,0.033,31,Carmel Valley
2015-06-09,36.4818700009023,-121.73333,5.4,0.037,30,Carmel Valley
2015-06-10,36.4818700009023,-121.73333,6.9,0.048,38,Carmel Valley
2015-06-11,36.4818700009023,-121.73333,11.8,0.031,56,Carmel Valley
2015-06-12,36.4818700009023,-121.73333,9.5,0.032,52,Carmel Valley
2015-06-13,36.4818700009023,-121.73333,7.7,0.032,43,Carmel Valley
2015-06-14,36.4818700009023,-121.73333,13.3,0.032,59,Carmel Valley
2015-06-15,36.4818700009023,-121.73333,13.0,0.032,58,Carmel Valley
2015-06-16,36.4818700009023,-121.73333,12.6,0.034,58,Carmel Valley
2015-06-17,36.4818700009023,-121.73333,10.7,0.032,54,Carmel Valley
2015-06-18,36.4818700009023,-121.73333,9.0,0.039,50,Carmel Valley
2015-06-19,36.4818700009023,-121.73333,7.0,0.031,39,Carmel Valley
2015-06-20,36.4818700009023,-121.73333,6.4,0.032,36,Carmel Valley
2015-06-21,36.4818700009023,-121.73333,7.9,0.038,44,Carmel Valley
2015-06-22,36.4818700009023,-121.73333,7.5,0.034,42,Carmel Valley
2015-06-23,36.4818700009023,-121.73333,9.0,0.033,50,Carmel Valley
2015-06-24,36.4818700009023,-121.73333,9.5,0.028,52,Carmel Valley
2015-06-25,36.4818700009023,-121.73333,9.2,0.03,51,Carmel Valley
2015-06-26,36.4818700009023,-121.73333,7.9,0.036,44,Carmel Valley
2015-06-27,36.4818700009023,-121.73333,7.2,0.03,40,Carmel Valley
2015-06-28,36.4818700009023,-121.73333,4.3,0.024,24,Carmel Valley
2015-06-29,36.4818700009023,-121.73333,4.8,0.031,27,Carmel Valley
2015-06-30,36.4818700009023,-121.73333,5.2,0.026,29,Carmel Valley
2015-07-01,36.4818700009023,-121.73333,5.8,0.026,32,Carmel Valley
2015-07-02,36.4818700009023,-121.73333,5.1,0.027,28,Carmel Valley
2015-07-03,36.4818700009023,-121.73333,5.6,0.025,31,Carmel Valley
2015-07-04,36.4818700009023,-121.73333,4.0,0.025,22,Carmel Valley
2015-07-05,36.4818700009023,-121.73333,3.9,0.023,22,Carmel Valley
2015-07-06,36.4818700009023,-121.73333,4.0,0.027,22,Carmel Valley
2015-07-07,36.4818700009023,-121.73333,5.7,0.023,32,Carmel Valley
2015-07-08,36.4818700009023,-121.73333,6.1,0.027,34,Carmel Valley
2015-07-09,36.4818700009023,-121.73333,4.6,0.023,26,Carmel Valley
2015-07-10,36.4818700009023,-121.73333,3.9,0.025,22,Carmel Valley
2015-07-11,36.4818700009023,-121.73333,4.3,0.025,24,Carmel Valley
2015-07-12,36.4818700009023,-121.73333,4.4,0.028,24,Carmel Valley
2015-07-13,36.4818700009023,-121.73333,5.3,0.021,29,Carmel Valley
2015-07-14,36.4818700009023,-121.73333,4.3,0.026,24,Carmel Valley
2015-07-15,36.4818700009023,-121.73333,5.7,0.026,32,Carmel Valley
2015-07-16,36.4818700009023,-121.73333,7.0,0.03,39,Carmel Valley
2015-07-17,36.4818700009023,-121.73333,5.5,0.034,31,Carmel Valley
2015-07-18,36.4818700009023,-121.73333,6.5,0.035,36,Carmel Valley
2015-07-19,36.4818700009023,-121.73333,7.7,0.032,43,Carmel Valley
2015-07-20,36.4818700009023,-121.73333,7.8,0.034,43,Carmel Valley
2015-07-21,36.4818700009023,-121.73333,7.1,0.02,39,Carmel Valley
2015-07-22,36.4818700009023,-121.73333,10.2,0.027,53,Carmel Valley
2015-07-23,36.4818700009023,-121.73333,9.0,0.026,50,Carmel Valley
2015-07-24,36.4818700009023,-121.73333,5.8,0.029,32,Carmel Valley
2015-07-25,36.4818700009023,-121.73333,5.0,0.021,28,Carmel Valley
2015-07-26,36.4818700009023,-121.73333,6.3,0.025,35,Carmel Valley
2015-07-27,36.4818700009023,-121.73333,10.1,0.031,53,Carmel Valley
2015-07-28,36.4818700009023,-121.73333,11.0,0.03,55,Carmel Valley
2015-07-29,36.4818700009023,-121.73333,8.1,0.029,45,Carmel Valley
2015-07-30,36.4818700009023,-121.73333,10.8,0.03,54,Carmel Valley
2015-07-31,36.4818700009023,-121.73333,7.2,0.023,40,Carmel Valley
2015-08-01,36.4818700009023,-121.73333,8.8,0.028,49,Carmel Valley
2015-08-02,36.4818700009023,-121.73333,9.8,0.026,52,Carmel Valley
2015-08-03,36.4818700009023,-121.73333,6.0,0.026,33,Carmel Valley
2015-08-04,36.4818700009023,-121.73333,4.6,0.024,26,Carmel Valley
2015-08-05,36.4818700009023,-121.73333,6.4,0.029,36,Carmel Valley
2015-08-06,36.4818700009023,-121.73333,9.2,0.026,51,Carmel Valley
2015-08-07,36.4818700009023,-121.73333,10.4,0.03,53,Carmel Valley
2015-08-08,36.4818700009023,-121.73333,9.4,0.025,52,Carmel Valley
2015-08-09,36.4818700009023,-121.73333,5.0,0.02,28,Carmel Valley
2015-08-10,36.4818700009023,-121.73333,5.0,0.025,28,Carmel Valley
2015-08-11,36.4818700009023,-121.73333,3.9,0.028,22,Carmel Valley
2015-08-12,36.4818700009023,-121.73333,5.2,0.021,29,Carmel Valley
2015-08-13,36.4818700009023,-121.73333,5.1,0.025,28,Carmel Valley
2015-08-14,36.4818700009023,-121.73333,5.5,0.029,31,Carmel Valley
2015-08-15,36.4818700009023,-121.73333,16.9,0.056,66,Carmel Valley
2015-08-16,36.4818700009023,-121.73333,23.0,0.045,77,Carmel Valley
2015-08-17,36.4818700009023,-121.73333,21.8,0.038,75,Carmel Valley
2015-08-18,36.4818700009023,-121.73333,19.6,0.043,71,Carmel Valley
2015-08-19,36.4818700009023,-121.73333,12.9,0.035,58,Carmel Valley
2015-08-20,36.4818700009023,-121.73333,16.6,0.045,65,Carmel Valley
2015-08-21,36.4818700009023,-121.73333,12.9,0.03,58,Carmel Valley
2015-08-22,36.4818700009023,-121.73333,8.2,0.027,46,Carmel Valley
2015-08-23,36.4818700009023,-121.73333,10.3,0.032,53,Carmel Valley
2015-08-24,36.4818700009023,-121.73333,13.2,0.039,59,Carmel Valley
2015-08-25,36.4818700009023,-121.73333,13.1,0.039,58,Carmel Valley
2015-08-26,36.4818700009023,-121.73333,10.2,0.039,53,Carmel Valley
2015-08-27,36.4818700009023,-121.73333,9.4,0.038,52,Carmel Valley
2015-08-28,36.4818700009023,-121.73333,5.1,0.029,28,Carmel Valley
2015-08-29,36.4818700009023,-121.73333,4.8,0.022,27,Carmel Valley
2015-08-30,36.4818700009023,-121.73333,5.7,0.032,32,Carmel Valley
2015-08-31,36.4818700009023,-121.73333,7.2,0.032,40,Carmel Valley
2015-09-01,36.4818700009023,-121.73333,9.1,0.028,51,Carmel Valley
2015-09-02,36.4818700009023,-121.73333,7.1,0.03,39,Carmel Valley
2015-09-03,36.4818700009023,-121.73333,6.8,0.035,38,Carmel Valley
2015-09-04,36.4818700009023,-121.73333,6.8,0.028,38,Carmel Valley
2015-09-05,36.4818700009023,-121.73333,6.4,0.036,36,Carmel Valley
2015-09-06,36.4818700009023,-121.73333,6.6,0.046,37,Carmel Valley
2015-09-07,36.4818700009023,-121.73333,7.0,0.054,39,Carmel Valley
2015-09-08,36.4818700009023,-121.73333,6.8,0.059,38,Carmel Valley
2015-09-09,36.4818700009023,-121.73333,8.9,0.062,49,Carmel Valley
2015-09-10,36.4818700009023,-121.73333,8.5,0.053,47,Carmel Valley
2015-09-11,36.4818700009023,-121.73333,6.4,0.049,36,Carmel Valley
2015-09-12,36.4818700009023,-121.73333,9.2,0.031,51,Carmel Valley
2015-09-13,36.4818700009023,-121.73333,8.0,0.025,44,Carmel Valley
2015-09-14,36.4818700009023,-121.73333,6.8,0.031,38,Carmel Valley
2015-09-15,36.4818700009023,-121.73333,7.0,0.036,39,Carmel Valley
2015-09-16,36.4818700009023,-121.73333,6.1,0.038,34,Carmel Valley
2015-09-17,36.4818700009023,-121.73333,7.4,0.038,41,Carmel Valley
2015-09-20,36.4818700009023,-121.73333,43.2,0.066,120,Carmel Valley
2015-09-21,36.4818700009023,-121.73333,13.2,0.059,59,Carmel Valley
2015-09-22,36.4818700009023,-121.73333,9.5,0.032,52,Carmel Valley
2015-09-23,36.4818700009023,-121.73333,4.0,0.046,22,Carmel Valley
2015-09-24,36.4818700009023,-121.73333,3.2,0.052,18,Carmel Valley
2015-09-25,36.4818700009023,-121.73333,2.7,0.039,15,Carmel Valley
2015-09-26,36.4818700009023,-121.73333,1.9,0.033,11,Carmel Valley
2015-09-27,36.4818700009023,-121.73333,5.5,0.029,31,Carmel Valley
2015-09-28,36.4818700009023,-121.73333,4.8,0.031,27,Carmel Valley
2015-09-29,36.4818700009023,-121.73333,4.9,0.034,27,Carmel Valley
2015-09-30,36.4818700009023,-121.73333,2.7,0.031,15,Carmel Valley
2015-10-01,36.4818700009023,-121.73333,1.0,0.026,6,Carmel Valley
2015-10-02,36.4818700009023,-121.73333,3.0,0.035,17,Carmel Valley
2015-10-03,36.4818700009023,-121.73333,4.6,0.04,26,Carmel Valley
2015-10-04,36.4818700009023,-121.73333,3.8,0.037,21,Carmel Valley
2015-10-05,36.4818700009023,-121.73333,2.1,0.041,12,Carmel Valley
2015-10-06,36.4818700009023,-121.73333,4.5,0.037,25,Carmel Valley
2015-10-07,36.4818700009023,-121.73333,4.9,0.04,27,Carmel Valley
2015-10-08,36.4818700009023,-121.73333,5.5,0.052,31,Carmel Valley
2015-10-09,36.4818700009023,-121.73333,4.9,0.051,27,Carmel Valley
2015-10-10,36.4818700009023,-121.73333,2.2,0.029,12,Carmel Valley
2015-10-11,36.4818700009023,-121.73333,1.5,0.034,8,Carmel Valley
2015-10-12,36.4818700009023,-121.73333,3.6,0.043,20,Carmel Valley
2015-10-13,36.4818700009023,-121.73333,6.2,0.042,34,Carmel Valley
2015-10-14,36.4818700009023,-121.73333,3.9,0.036,22,Carmel Valley
2015-10-15,36.4818700009023,-121.73333,4.0,0.033,22,Carmel Valley
2015-10-16,36.4818700009023,-121.73333,4.9,0.036,27,Carmel Valley
2015-10-17,36.4818700009023,-121.73333,1.9,0.043,11,Carmel Valley
2015-10-18,36.4818700009023,-121.73333,0.7,0.038,4,Carmel Valley
2015-10-19,36.4818700009023,-121.73333,1.3,0.032,7,Carmel Valley
2015-10-20,36.4818700009023,-121.73333,0.7,0.035,4,Carmel Valley
2015-10-21,36.4818700009023,-121.73333,2.8,0.037,16,Carmel Valley
2015-10-22,36.4818700009023,-121.73333,3.7,0.032,21,Carmel Valley
2015-10-23,36.4818700009023,-121.73333,6.0,0.038,33,Carmel Valley
2015-10-24,36.4818700009023,-121.73333,4.6,0.044,26,Carmel Valley
2015-10-25,36.4818700009023,-121.73333,2.9,0.035,16,Carmel Valley
2015-10-26,36.4818700009023,-121.73333,3.5,0.045,19,Carmel Valley
2015-10-27,36.4818700009023,-121.73333,3.2,0.037,18,Carmel Valley
2015-10-28,36.4818700009023,-121.73333,1.0,0.034,6,Carmel Valley
2015-10-29,36.4818700009023,-121.73333,3.7,0.037,21,Carmel Valley
2015-10-30,36.4818700009023,-121.73333,3.3,0.039,18,Carmel Valley
2015-10-31,36.4818700009023,-121.73333,2.9,0.032,16,Carmel Valley
2015-11-01,36.4818700009023,-121.73333,1.3,0.03,7,Carmel Valley
2015-11-02,36.4818700009023,-121.73333,1.7,0.036,9,Carmel Valley
2015-11-03,36.4818700009023,-121.73333,3.2,0.032,18,Carmel Valley
2015-11-04,36.4818700009023,-121.73333,2.9,0.037,16,Carmel Valley
2015-11-05,36.4818700009023,-121.73333,2.2,0.038,12,Carmel Valley
2015-11-11,36.4818700009023,-121.73333,3.5,0.035,19,Carmel Valley
2015-11-12,36.4818700009023,-121.73333,3.6,0.034,20,Carmel Valley
2015-11-13,36.4818700009023,-121.73333,3.1,0.033,17,Carmel Valley
2015-11-14,36.4818700009023,-121.73333,4.8,0.034,27,Carmel Valley
2015-11-15,36.4818700009023,-121.73333,3.0,0.039,17,Carmel Valley
2015-11-16,36.4818700009023,-121.73333,5.7,0.037,32,Carmel Valley
2015-11-17,36.4818700009023,-121.73333,3.0,0.035,17,Carmel Valley
2015-11-19,36.4818700009023,-121.73333,2.3,0.031,13,Carmel Valley
2015-11-20,36.4818700009023,-121.73333,2.0,0.031,11,Carmel Valley
2015-11-21,36.4818700009023,-121.73333,1.7,0.033,9,Carmel Valley
2015-11-22,36.4818700009023,-121.73333,2.9,0.039,16,Carmel Valley
2015-11-23,36.4818700009023,-121.73333,5.5,0.032,31,Carmel Valley
2015-11-24,36.4818700009023,-121.73333,5.8,0.032,32,Carmel Valley
2015-11-25,36.4818700009023,-121.73333,4.3,0.031,24,Carmel Valley
2015-11-26,36.4818700009023,-121.73333,5.7,0.031,32,Carmel Valley
2015-11-27,36.4818700009023,-121.73333,4.6,0.03,26,Carmel Valley
2015-11-28,36.4818700009023,-121.73333,5.7,0.032,32,Carmel Valley
2015-11-29,36.4818700009023,-121.73333,4.7,0.036,26,Carmel Valley
2015-11-30,36.4818700009023,-121.73333,5.4,0.034,30,Carmel Valley
2015-12-01,36.4818700009023,-121.73333,4.6,0.031,26,Carmel Valley
2015-12-02,36.4818700009023,-121.73333,4.7,0.028,26,Carmel Valley
2015-12-03,36.4818700009023,-121.73333,2.8,0.031,16,Carmel Valley
2015-12-04,36.4818700009023,-121.73333,3.5,0.033,19,Carmel Valley
2015-12-05,36.4818700009023,-121.73333,5.7,0.024,32,Carmel Valley
2015-12-06,36.4818700009023,-121.73333,2.6,0.031,14,Carmel Valley
2015-12-07,36.4818700009023,-121.73333,3.2,0.028,18,Carmel Valley
2015-12-08,36.4818700009023,-121.73333,4.3,0.025,24,Carmel Valley
2015-12-09,36.4818700009023,-121.73333,2.2,0.026,12,Carmel Valley
2015-12-10,36.4818700009023,-121.73333,3.6,0.033,20,Carmel Valley
2015-12-11,36.4818700009023,-121.73333,4.7,0.033,26,Carmel Valley
2015-12-12,36.4818700009023,-121.73333,6.0,0.031,33,Carmel Valley
2015-12-13,36.4818700009023,-121.73333,6.4,0.038,36,Carmel Valley
2015-12-14,36.4818700009023,-121.73333,7.1,0.033,39,Carmel Valley
2015-12-15,36.4818700009023,-121.73333,5.2,0.029,29,Carmel Valley
2015-12-16,36.4818700009023,-121.73333,5.0,0.028,28,Carmel Valley
2015-12-17,36.4818700009023,-121.73333,4.7,0.028,26,Carmel Valley
2015-12-18,36.4818700009023,-121.73333,4.1,0.031,23,Carmel Valley
2015-12-19,36.4818700009023,-121.73333,6.6,0.03,37,Carmel Valley
2015-12-20,36.4818700009023,-121.73333,5.8,0.027,32,Carmel Valley
2015-12-21,36.4818700009023,-121.73333,2.5,0.03,14,Carmel Valley
2015-12-22,36.4818700009023,-121.73333,2.2,0.034,12,Carmel Valley
2015-12-23,36.4818700009023,-121.73333,5.9,0.031,33,Carmel Valley
2015-12-24,36.4818700009023,-121.73333,5.5,0.031,31,Carmel Valley
2015-12-25,36.4818700009023,-121.73333,6.2,0.031,34,Carmel Valley
2015-12-26,36.4818700009023,-121.73333,4.4,0.026,24,Carmel Valley
2015-12-27,36.4818700009023,-121.73333,3.9,0.029,22,Carmel Valley
2015-12-28,36.4818700009023,-121.73333,5.1,0.028,28,Carmel Valley
2015-12-29,36.4818700009023,-121.73333,4.0,0.026,22,Carmel Valley
2015-12-30,36.4818700009023,-121.73333,6.5,0.028,36,Carmel Valley
2016-01-01,36.4818700009023,-121.73333,7.9,0.029,44,Carmel Valley
2016-01-02,36.4818700009023,-121.73333,7.2,0.032,40,Carmel Valley
2016-01-03,36.4818700009023,-121.73333,9.5,0.032,52,Carmel Valley
2016-01-04,36.4818700009023,-121.73333,4.6,0.034,26,Carmel Valley
2016-01-05,36.4818700009023,-121.73333,3.3,0.037,18,Carmel Valley
2016-01-06,36.4818700009023,-121.73333,5.6,0.033,31,Carmel Valley
2016-01-07,36.4818700009023,-121.73333,3.6,0.034,20,Carmel Valley
2016-01-08,36.4818700009023,-121.73333,6.1,0.028,34,Carmel Valley
2016-01-09,36.4818700009023,-121.73333,6.3,0.026,35,Carmel Valley
2016-01-10,36.4818700009023,-121.73333,6.8,0.024,38,Carmel Valley
2016-01-11,36.4818700009023,-121.73333,4.6,0.017,26,Carmel Valley
2016-01-12,36.4818700009023,-121.73333,4.1,0.025,23,Carmel Valley
2016-01-13,36.4818700009023,-121.73333,7.2,0.038,40,Carmel Valley
2016-01-14,36.4818700009023,-121.73333,6.1,0.029,34,Carmel Valley
2016-01-15,36.4818700009023,-121.73333,6.6,0.036,37,Carmel Valley
2016-01-16,36.4818700009023,-121.73333,3.6,0.019,20,Carmel Valley
2016-01-17,36.4818700009023,-121.73333,4.5,0.013,25,Carmel Valley
2016-01-18,36.4818700009023,-121.73333,4.0,0.031,22,Carmel Valley
2016-01-19,36.4818700009023,-121.73333,4.2,0.03,23,Carmel Valley
2016-01-20,36.4818700009023,-121.73333,3.9,0.024,22,Carmel Valley
2016-01-21,36.4818700009023,-121.73333,3.7,0.031,21,Carmel Valley
2016-01-22,36.4818700009023,-121.73333,1.9,0.025,11,Carmel Valley
2016-01-23,36.4818700009023,-121.73333,5.1,0.035,28,Carmel Valley
2016-01-24,36.4818700009023,-121.73333,4.5,0.033,25,Carmel Valley
2016-01-25,36.4818700009023,-121.73333,3.3,0.033,18,Carmel Valley
2016-01-26,36.4818700009023,-121.73333,2.7,0.025,15,Carmel Valley
2016-01-27,36.4818700009023,-121.73333,2.5,0.029,14,Carmel Valley
2016-01-28,36.4818700009023,-121.73333,3.9,0.032,22,Carmel Valley
2016-01-29,36.4818700009023,-121.73333,2.5,0.024,14,Carmel Valley
2016-01-30,36.4818700009023,-121.73333,5.0,0.037,28,Carmel Valley
2016-01-31,36.4818700009023,-121.73333,4.2,0.04,23,Carmel Valley
2016-02-01,36.4818700009023,-121.73333,4.5,0.036,25,Carmel Valley
2016-02-02,36.4818700009023,-121.73333,5.8,0.035,32,Carmel Valley
2016-02-03,36.4818700009023,-121.73333,4.9,0.036,27,Carmel Valley
2016-02-04,36.4818700009023,-121.73333,3.1,0.032,17,Carmel Valley
2016-02-05,36.4818700009023,-121.73333,4.1,0.031,23,Carmel Valley
2016-02-06,36.4818700009023,-121.73333,2.5,0.035,14,Carmel Valley
2016-02-07,36.4818700009023,-121.73333,1.5,0.032,8,Carmel Valley
2016-02-08,36.4818700009023,-121.73333,1.2,0.035,7,Carmel Valley
2016-02-09,36.4818700009023,-121.73333,2.8,0.04,16,Carmel Valley
2016-02-10,36.4818700009023,-121.73333,4.0,0.038,22,Carmel Valley
2016-02-11,36.4818700009023,-121.73333,3.4,0.032,19,Carmel Valley
2016-02-12,36.4818700009023,-121.73333,3.2,0.038,18,Carmel Valley
2016-02-13,36.4818700009023,-121.73333,3.5,0.031,19,Carmel Valley
2016-02-14,36.4818700009023,-121.73333,2.6,0.033,14,Carmel Valley
2016-02-15,36.4818700009023,-121.73333,1.2,0.031,7,Carmel Valley
2016-02-16,36.4818700009023,-121.73333,1.7,0.035,9,Carmel Valley
2016-02-17,36.4818700009023,-121.73333,2.8,0.039,16,Carmel Valley
2016-02-18,36.4818700009023,-121.73333,3.9,0.039,22,Carmel Valley
2016-02-19,36.4818700009023,-121.73333,3.2,0.04,18,Carmel Valley
2016-02-20,36.4818700009023,-121.73333,3.8,0.034,21,Carmel Valley
2016-02-21,36.4818700009023,-121.73333,3.2,0.036,18,Carmel Valley
2016-02-22,36.4818700009023,-121.73333,3.6,0.037,20,Carmel Valley
2016-02-23,36.4818700009023,-121.73333,3.5,0.041,19,Carmel Valley
2016-02-24,36.4818700009023,-121.73333,5.2,0.041,29,Carmel Valley
2016-02-25,36.4818700009023,-121.73333,6.3,0.046,35,Carmel Valley
2016-02-26,36.4818700009023,-121.73333,4.5,0.036,25,Carmel Valley
2016-02-27,36.4818700009023,-121.73333,3.1,0.033,17,Carmel Valley
2016-02-28,36.4818700009023,-121.73333,3.2,0.038,18,Carmel Valley
2016-02-29,36.4818700009023,-121.73333,2.7,0.041,15,Carmel Valley
2016-03-01,36.4818700009023,-121.73333,3.0,0.038,17,Carmel Valley
2016-03-02,36.4818700009023,-121.73333,2.7,0.029,15,Carmel Valley
2016-03-03,36.4818700009023,-121.73333,1.8,0.027,10,Carmel Valley
2016-03-04,36.4818700009023,-121.73333,2.2,0.014,12,Carmel Valley
2016-03-05,36.4818700009023,-121.73333,1.0,0.038,6,Carmel Valley
2016-03-06,36.4818700009023,-121.73333,4.2,0.042,23,Carmel Valley
2016-03-07,36.4818700009023,-121.73333,3.3,0.038,18,Carmel Valley
2016-03-08,36.4818700009023,-121.73333,4.5,0.036,25,Carmel Valley
2016-03-09,36.4818700009023,-121.73333,2.7,0.027,15,Carmel Valley
2016-03-10,36.4818700009023,-121.73333,3.9,0.032,22,Carmel Valley
2016-03-11,36.4818700009023,-121.73333,2.7,0.04,15,Carmel Valley
2016-03-12,36.4818700009023,-121.73333,3.1,0.039,17,Carmel Valley
2016-03-13,36.4818700009023,-121.73333,6.4,0.03,36,Carmel Valley
2016-03-14,36.4818700009023,-121.73333,5.2,0.042,29,Carmel Valley
2016-03-15,36.4818700009023,-121.73333,3.9,0.041,22,Carmel Valley
2016-03-16,36.4818700009023,-121.73333,4.4,0.04,24,Carmel Valley
2016-03-17,36.4818700009023,-121.73333,4.1,0.041,23,Carmel Valley
2016-03-18,36.4818700009023,-121.73333,5.3,0.033,29,Carmel Valley
2016-03-19,36.4818700009023,-121.73333,2.0,0.029,11,Carmel Valley
2016-03-20,36.4818700009023,-121.73333,1.3,0.026,7,Carmel Valley
2016-03-21,36.4818700009023,-121.73333,6.9,0.04,38,Carmel Valley
2016-03-22,36.4818700009023,-121.73333,3.8,0.038,21,Carmel Valley
2016-03-23,36.4818700009023,-121.73333,2.6,0.037,14,Carmel Valley
2016-03-24,36.4818700009023,-121.73333,3.1,0.035,17,Carmel Valley
2016-03-25,36.4818700009023,-121.73333,7.1,0.037,39,Carmel Valley
2016-03-26,36.4818700009023,-121.73333,5.2,0.037,29,Carmel Valley
2016-03-27,36.4818700009023,-121.73333,4.1,0.042,23,Carmel Valley
2016-03-28,36.4818700009023,-121.73333,6.1,0.043,34,Carmel Valley
2016-03-29,36.4818700009023,-121.73333,5.3,0.038,29,Carmel Valley
2016-03-30,36.4818700009023,-121.73333,4.6,0.04,26,Carmel Valley
2016-03-31,36.4818700009023,-121.73333,4.2,0.038,23,Carmel Valley
2016-04-01,36.4818700009023,-121.73333,5.9,0.04,33,Carmel Valley
2016-04-02,36.4818700009023,-121.73333,5.8,0.039,32,Carmel Valley
2016-04-03,36.4818700009023,-121.73333,4.2,0.038,23,Carmel Valley
2016-04-04,36.4818700009023,-121.73333,4.8,0.039,27,Carmel Valley
2016-04-05,36.4818700009023,-121.73333,4.6,0.048,26,Carmel Valley
2016-04-06,36.4818700009023,-121.73333,4.3,0.051,24,Carmel Valley
2016-04-07,36.4818700009023,-121.73333,8.3,0.038,46,Carmel Valley
2016-04-08,36.4818700009023,-121.73333,6.8,0.031,38,Carmel Valley
2016-04-09,36.4818700009023,-121.73333,5.0,0.031,28,Carmel Valley
2016-04-10,36.4818700009023,-121.73333,2.8,0.026,16,Carmel Valley
2016-04-11,36.4818700009023,-121.73333,3.5,0.035,19,Carmel Valley
2016-04-12,36.4818700009023,-121.73333,4.4,0.041,24,Carmel Valley
2016-04-13,36.4818700009023,-121.73333,6.4,0.045,36,Carmel Valley
2016-04-14,36.4818700009023,-121.73333,6.2,0.045,34,Carmel Valley
2016-04-15,36.4818700009023,-121.73333,5.0,0.043,28,Carmel Valley
2016-04-16,36.4818700009023,-121.73333,3.4,0.047,19,Carmel Valley
2016-04-17,36.4818700009023,-121.73333,5.4,0.051,30,Carmel Valley
2016-04-18,36.4818700009023,-121.73333,3.3,0.056,18,Carmel Valley
2016-04-19,36.4818700009023,-121.73333,4.2,0.055,23,Carmel Valley
2016-04-20,36.4818700009023,-121.73333,3.6,0.049,20,Carmel Valley
2016-04-21,36.4818700009023,-121.73333,2.2,0.033,12,Carmel Valley
2016-04-22,36.4818700009023,-121.73333,3.3,0.046,18,Carmel Valley
2016-04-23,36.4818700009023,-121.73333,3.7,0.043,21,Carmel Valley
2016-04-24,36.4818700009023,-121.73333,5.9,0.046,33,Carmel Valley
2016-04-25,36.4818700009023,-121.73333,8.7,0.043,48,Carmel Valley
2016-04-26,36.4818700009023,-121.73333,6.4,0.04,36,Carmel Valley
2016-04-27,36.4818700009023,-121.73333,6.0,0.046,33,Carmel Valley
2016-04-28,36.4818700009023,-121.73333,8.3,0.039,46,Carmel Valley
2016-04-29,36.4818700009023,-121.73333,5.7,0.04,32,Carmel Valley
2016-04-30,36.4818700009023,-121.73333,7.0,0.044,39,Carmel Valley
2016-05-01,36.4818700009023,-121.73333,6.9,0.049,38,Carmel Valley
2016-05-02,36.4818700009023,-121.73333,8.8,0.039,49,Carmel Valley
2016-05-03,36.4818700009023,-121.73333,7.0,0.037,39,Carmel Valley
2016-05-04,36.4818700009023,-121.73333,5.0,0.035,28,Carmel Valley
2016-05-05,36.4818700009023,-121.73333,4.3,0.032,24,Carmel Valley
