Date,Latitude,Longitude,PM2.5,Ozone,AQI,Name
2022-06-24,36.6942610009043,-121.623271,4.1,0.027,23,Salinas 3
2022-06-25,36.6942610009043,-121.623271,5.7,0.031,32,Salinas 3
2022-06-26,36.6942610009043,-121.623271,2.5,0.027,14,Salinas 3
2022-06-27,36.6942610009043,-121.623271,4.6,0.034,26,Salinas 3
2022-06-28,36.6942610009043,-121.623271,6.2,0.028,34,Salinas 3
2022-06-29,36.6942610009043,-121.623271,6.2,0.029,34,Salinas 3
2022-06-30,36.6942610009043,-121.623271,4.1,0.03,23,Salinas 3
2022-07-01,36.6942610009043,-121.623271,3.4,0.029,19,Salinas 3
2022-07-02,36.6942610009043,-121.623271,2.0,0.026,11,Salinas 3
2022-07-03,36.6942610009043,-121.623271,1.7,0.028,9,Salinas 3
2022-07-04,36.6942610009043,-121.623271,4.7,0.019,26,Salinas 3
2022-07-05,36.6942610009043,-121.623271,1.3,0.019,7,Salinas 3
2022-07-06,36.6942610009043,-121.623271,0.6,0.021,3,Salinas 3
2022-07-07,36.6942610009043,-121.623271,1.3,0.022,7,Salinas 3
2022-07-08,36.6942610009043,-121.623271,2.6,0.022,14,Salinas 3
2022-07-09,36.6942610009043,-121.623271,3.4,0.022,19,Salinas 3
2022-07-10,36.6942610009043,-121.623271,4.1,0.02,23,Salinas 3
2022-07-11,36.6942610009043,-121.623271,2.9,0.021,16,Salinas 3
2022-07-12,36.6942610009043,-121.623271,0.2,0.022,1,Salinas 3
2022-07-13,36.6942610009043,-121.623271,0.0,0.023,0,Salinas 3
2022-07-14,36.6942610009043,-121.623271,5.7,0.023,32,Salinas 3
2022-07-15,36.6942610009043,-121.623271,7.2,0.023,40,Salinas 3
2022-07-16,36.6942610009043,-121.623271,2.3,0.018,13,Salinas 3
2022-07-17,36.6942610009043,-121.623271,8.0,0.022,44,Salinas 3
2022-07-18,36.6942610009043,-121.623271,9.8,0.025,52,Salinas 3
2022-07-19,36.6942610009043,-121.623271,6.4,0.026,36,Salinas 3
2022-07-20,36.6942610009043,-121.623271,2.4,0.025,13,Salinas 3
2022-07-21,36.6942610009043,-121.623271,2.8,0.026,16,Salinas 3
2022-07-22,36.6942610009043,-121.623271,6.8,0.027,38,Salinas 3
2022-07-23,36.6942610009043,-121.623271,3.1,0.024,17,Salinas 3
2022-07-24,36.6942610009043,-121.623271,1.6,0.027,9,Salinas 3
2022-07-25,36.6942610009043,-121.623271,1.2,0.032,7,Salinas 3
2022-07-26,36.6942610009043,-121.623271,2.2,0.029,12,Salinas 3
2022-07-27,36.6942610009043,-121.623271,0.8,0.024,4,Salinas 3
2022-07-28,36.6942610009043,-121.623271,0.7,0.02,4,Salinas 3
2022-07-29,36.6942610009043,-121.623271,0.0,0.02,0,Salinas 3
2022-07-30,36.6942610009043,-121.623271,0.6,0.022,3,Salinas 3
2022-07-31,36.6942610009043,-121.623271,0.9,0.021,5,Salinas 3
2022-08-01,36.6942610009043,-121.623271,3.1,0.03,17,Salinas 3
2022-08-02,36.6942610009043,-121.623271,4.2,0.024,23,Salinas 3
2022-08-03,36.6942610009043,-121.623271,4.7,0.025,26,Salinas 3
2022-08-04,36.6942610009043,-121.623271,5.6,0.028,31,Salinas 3
2022-08-05,36.6942610009043,-121.623271,3.2,0.026,18,Salinas 3
2022-08-06,36.6942610009043,-121.623271,2.7,0.028,15,Salinas 3
2022-08-07,36.6942610009043,-121.623271,3.1,0.028,17,Salinas 3
2022-08-08,36.6942610009043,-121.623271,2.9,0.029,16,Salinas 3
2022-08-09,36.6942610009043,-121.623271,5.0,0.028,28,Salinas 3
2022-08-10,36.6942610009043,-121.623271,3.1,0.026,17,Salinas 3
2022-08-11,36.6942610009043,-121.623271,3.8,0.025,21,Salinas 3
2022-08-12,36.6942610009043,-121.623271,4.5,0.03,25,Salinas 3
2022-08-13,36.6942610009043,-121.623271,4.6,0.03,26,Salinas 3
2022-08-14,36.6942610009043,-121.623271,7.4,0.029,41,Salinas 3
2022-08-15,36.6942610009043,-121.623271,9.3,0.026,51,Salinas 3
2022-08-16,36.6942610009043,-121.623271,5.1,0.018,28,Salinas 3
2022-08-17,36.6942610009043,-121.623271,1.1,0.021,6,Salinas 3
2022-08-18,36.6942610009043,-121.623271,1.4,0.025,8,Salinas 3
2022-08-19,36.6942610009043,-121.623271,1.8,0.019,10,Salinas 3
2022-08-20,36.6942610009043,-121.623271,4.7,0.02,26,Salinas 3
2022-08-21,36.6942610009043,-121.623271,3.7,0.024,21,Salinas 3
2022-08-22,36.6942610009043,-121.623271,2.8,0.022,16,Salinas 3
2022-08-24,36.6942610009043,-121.623271,0.4,0.022,2,Salinas 3
2022-08-25,36.6942610009043,-121.623271,0.5,0.026,3,Salinas 3
2022-08-26,36.6942610009043,-121.623271,-0.2,0.021,0,Salinas 3
2022-08-27,36.6942610009043,-121.623271,0.5,0.025,3,Salinas 3
2022-08-28,36.6942610009043,-121.623271,9.7,0.027,52,Salinas 3
2022-08-29,36.6942610009043,-121.623271,6.9,0.029,38,Salinas 3
2022-08-30,36.6942610009043,-121.623271,9.0,0.036,50,Salinas 3
2022-08-31,36.6942610009043,-121.623271,6.6,0.039,37,Salinas 3
2022-09-01,36.6942610009043,-121.623271,6.1,0.033,34,Salinas 3
2022-09-02,36.6942610009043,-121.623271,7.8,0.032,43,Salinas 3
2022-09-03,36.6942610009043,-121.623271,9.4,0.029,52,Salinas 3
2022-09-04,36.6942610009043,-121.623271,7.2,0.033,40,Salinas 3
2022-09-05,36.6942610009043,-121.623271,11.2,0.042,55,Salinas 3
2022-09-06,36.6942610009043,-121.623271,12.9,0.035,58,Salinas 3
2022-09-07,36.6942610009043,-121.623271,13.4,0.034,59,Salinas 3
2022-09-08,36.6942610009043,-121.623271,15.8,0.033,63,Salinas 3
2022-09-09,36.6942610009043,-121.623271,16.5,0.03,65,Salinas 3
2022-09-10,36.6942610009043,-121.623271,10.7,0.03,54,Salinas 3
2022-09-11,36.6942610009043,-121.623271,10.6,0.034,54,Salinas 3
2022-09-12,36.6942610009043,-121.623271,11.5,0.033,55,Salinas 3
2022-09-13,36.6942610009043,-121.623271,4.3,0.032,24,Salinas 3
2022-09-14,36.6942610009043,-121.623271,3.8,0.036,21,Salinas 3
2022-09-15,36.6942610009043,-121.623271,6.1,0.035,34,Salinas 3
2022-09-16,36.6942610009043,-121.623271,7.2,0.03,40,Salinas 3
2022-09-17,36.6942610009043,-121.623271,2.5,0.031,14,Salinas 3
2022-09-18,36.6942610009043,-121.623271,1.4,0.025,8,Salinas 3
2022-09-19,36.6942610009043,-121.623271,2.2,0.026,12,Salinas 3
2022-09-20,36.6942610009043,-121.623271,4.3,0.028,24,Salinas 3
2022-09-21,36.6942610009043,-121.623271,2.6,0.029,14,Salinas 3
2022-09-22,36.6942610009043,-121.623271,5.6,0.034,31,Salinas 3
2022-09-23,36.6942610009043,-121.623271,5.9,0.041,33,Salinas 3
2022-09-24,36.6942610009043,-121.623271,8.2,0.038,46,Salinas 3
2022-09-25,36.6942610009043,-121.623271,6.9,0.039,38,Salinas 3
2022-09-26,36.6942610009043,-121.623271,8.0,0.042,44,Salinas 3
2022-09-27,36.6942610009043,-121.623271,6.2,0.04,34,Salinas 3
2022-09-28,36.6942610009043,-121.623271,4.8,0.028,27,Salinas 3
2022-09-29,36.6942610009043,-121.623271,4.0,0.03,22,Salinas 3
2022-09-30,36.6942610009043,-121.623271,4.1,0.032,23,Salinas 3
2022-10-01,36.6942610009043,-121.623271,0.1,0.037,1,Salinas 3
2022-10-02,36.6942610009043,-121.623271,2.7,0.04,15,Salinas 3
2022-10-03,36.6942610009043,-121.623271,4.2,0.036,23,Salinas 3
2022-10-04,36.6942610009043,-121.623271,6.5,0.033,36,Salinas 3
2022-10-05,36.6942610009043,-121.623271,5.2,0.027,29,Salinas 3
2022-10-06,36.6942610009043,-121.623271,2.0,0.031,11,Salinas 3
2022-10-07,36.6942610009043,-121.623271,4.3,0.028,24,Salinas 3
2022-10-08,36.6942610009043,-121.623271,8.2,0.034,46,Salinas 3
2022-10-09,36.6942610009043,-121.623271,0.9,0.028,5,Salinas 3
2022-10-10,36.6942610009043,-121.623271,1.8,0.027,10,Salinas 3
2022-10-11,36.6942610009043,-121.623271,5.9,0.034,33,Salinas 3
2022-10-12,36.6942610009043,-121.623271,8.0,0.028,44,Salinas 3
2022-10-13,36.6942610009043,-121.623271,5.9,0.027,33,Salinas 3
2022-10-14,36.6942610009043,-121.623271,4.9,0.035,27,Salinas 3
2022-10-15,36.6942610009043,-121.623271,5.5,0.035,31,Salinas 3
2022-10-16,36.6942610009043,-121.623271,8.7,0.035,48,Salinas 3
2022-10-17,36.6942610009043,-121.623271,5.5,0.032,31,Salinas 3
2022-10-18,36.6942610009043,-121.623271,7.1,0.043,39,Salinas 3
2022-10-19,36.6942610009043,-121.623271,6.6,0.046,37,Salinas 3
2022-10-20,36.6942610009043,-121.623271,11.2,0.035,55,Salinas 3
2022-10-21,36.6942610009043,-121.623271,23.8,0.037,78,Salinas 3
2022-10-22,36.6942610009043,-121.623271,5.7,0.036,32,Salinas 3
2022-10-23,36.6942610009043,-121.623271,4.5,0.035,25,Salinas 3
2022-10-24,36.6942610009043,-121.623271,2.5,0.035,14,Salinas 3
2022-10-25,36.6942610009043,-121.623271,3.2,0.035,18,Salinas 3
2022-10-26,36.6942610009043,-121.623271,4.9,0.037,27,Salinas 3
2022-10-27,36.6942610009043,-121.623271,5.4,0.035,30,Salinas 3
2022-10-28,36.6942610009043,-121.623271,3.4,0.035,19,Salinas 3
2022-10-29,36.6942610009043,-121.623271,4.0,0.036,22,Salinas 3
2022-10-30,36.6942610009043,-121.623271,8.4,0.03,47,Salinas 3
2022-10-31,36.6942610009043,-121.623271,8.6,0.03,48,Salinas 3
2022-11-01,36.6942610009043,-121.623271,2.5,0.033,14,Salinas 3
2022-11-02,36.6942610009043,-121.623271,0.6,0.036,3,Salinas 3
2022-11-03,36.6942610009043,-121.623271,2.0,0.032,11,Salinas 3
2022-11-04,36.6942610009043,-121.623271,2.7,0.032,15,Salinas 3
2022-11-05,36.6942610009043,-121.623271,0.0,0.029,0,Salinas 3
2022-11-06,36.6942610009043,-121.623271,1.5,0.036,8,Salinas 3
2022-11-07,36.6942610009043,-121.623271,0.2,0.038,1,Salinas 3
2022-11-08,36.6942610009043,-121.623271,-0.2,0.038,0,Salinas 3
2022-11-09,36.6942610009043,-121.623271,1.0,0.034,6,Salinas 3
2022-11-10,36.6942610009043,-121.623271,3.6,0.031,20,Salinas 3
2022-11-11,36.6942610009043,-121.623271,3.2,0.029,18,Salinas 3
2022-11-12,36.6942610009043,-121.623271,3.8,0.032,21,Salinas 3
2022-11-13,36.6942610009043,-121.623271,6.7,0.032,37,Salinas 3
2022-11-14,36.6942610009043,-121.623271,2.2,0.03,12,Salinas 3
2022-11-15,36.6942610009043,-121.623271,5.1,0.034,28,Salinas 3
2022-11-16,36.6942610009043,-121.623271,3.7,0.034,21,Salinas 3
2022-11-17,36.6942610009043,-121.623271,4.4,0.029,24,Salinas 3
2022-11-18,36.6942610009043,-121.623271,8.6,0.028,48,Salinas 3
2022-11-19,36.6942610009043,-121.623271,7.3,0.038,41,Salinas 3
2022-11-20,36.6942610009043,-121.623271,5.3,0.038,29,Salinas 3
2022-11-21,36.6942610009043,-121.623271,4.9,0.037,27,Salinas 3
2022-11-22,36.6942610009043,-121.623271,6.6,0.035,37,Salinas 3
2022-11-23,36.6942610009043,-121.623271,6.1,0.031,34,Salinas 3
2022-11-24,36.6942610009043,-121.623271,7.0,0.037,39,Salinas 3
2022-11-25,36.6942610009043,-121.623271,5.1,0.034,28,Salinas 3
2022-11-26,36.6942610009043,-121.623271,4.1,0.034,23,Salinas 3
2022-11-27,36.6942610009043,-121.623271,5.9,0.033,33,Salinas 3
2022-11-28,36.6942610009043,-121.623271,3.8,0.034,21,Salinas 3
2022-11-29,36.6942610009043,-121.623271,1.9,0.033,11,Salinas 3
2022-11-30,36.6942610009043,-121.623271,3.2,0.032,18,Salinas 3
2022-12-01,36.6942610009043,-121.623271,3.0,0.031,17,Salinas 3
2022-12-02,36.6942610009043,-121.623271,0.7,0.03,4,Salinas 3
2022-12-03,36.6942610009043,-121.623271,0.0,0.032,0,Salinas 3
2022-12-04,36.6942610009043,-121.623271,3.2,0.035,18,Salinas 3
2022-12-05,36.6942610009043,-121.623271,2.0,0.03,11,Salinas 3
2022-12-06,36.6942610009043,-121.623271,3.2,0.03,18,Salinas 3
2022-12-07,36.6942610009043,-121.623271,6.0,0.026,33,Salinas 3
2022-12-08,36.6942610009043,-121.623271,1.8,0.022,10,Salinas 3
2022-12-09,36.6942610009043,-121.623271,2.7,0.028,15,Salinas 3
2022-12-10,36.6942610009043,-121.623271,3.2,0.04,18,Salinas 3
2022-12-11,36.6942610009043,-121.623271,3.8,0.039,21,Salinas 3
2022-12-12,36.6942610009043,-121.623271,4.4,0.03,24,Salinas 3
2022-12-13,36.6942610009043,-121.623271,4.8,0.026,27,Salinas 3
2022-12-14,36.6942610009043,-121.623271,7.3,0.026,41,Salinas 3
2022-12-15,36.6942610009043,-121.623271,9.0,0.024,50,Salinas 3
2022-12-16,36.6942610009043,-121.623271,10.4,0.028,53,Salinas 3
2022-12-17,36.6942610009043,-121.623271,11.5,0.026,55,Salinas 3
2022-12-18,36.6942610009043,-121.623271,14.3,0.029,61,Salinas 3
2022-12-19,36.6942610009043,-121.623271,13.7,0.028,60,Salinas 3
2022-12-20,36.6942610009043,-121.623271,13.1,0.027,58,Salinas 3
2022-12-21,36.6942610009043,-121.623271,13.7,0.026,60,Salinas 3
2022-12-22,36.6942610009043,-121.623271,10.8,0.021,54,Salinas 3
2022-12-23,36.6942610009043,-121.623271,11.9,0.025,56,Salinas 3
2022-12-24,36.6942610009043,-121.623271,9.6,0.021,52,Salinas 3
2022-12-25,36.6942610009043,-121.623271,9.3,0.026,51,Salinas 3
2022-12-26,36.6942610009043,-121.623271,6.0,0.018,33,Salinas 3
2022-12-27,36.6942610009043,-121.623271,5.1,0.029,28,Salinas 3
2022-12-28,36.6942610009043,-121.623271,6.9,0.032,38,Salinas 3
2022-12-29,36.6942610009043,-121.623271,3.4,0.03,19,Salinas 3
2022-12-30,36.6942610009043,-121.623271,1.6,0.017,9,Salinas 3
2023-01-01,36.6942610009043,-121.623271,9.0,0.032,50,Salinas 3
2023-01-02,36.6942610009043,-121.623271,4.5,0.034,25,Salinas 3
2023-01-03,36.6942610009043,-121.623271,3.8,0.035,21,Salinas 3
2023-01-04,36.6942610009043,-121.623271,1.7,0.042,9,Salinas 3
2023-01-06,36.6942610009043,-121.623271,6.5,0.033,36,Salinas 3
2023-01-07,36.6942610009043,-121.623271,4.0,0.039,22,Salinas 3
2023-01-08,36.6942610009043,-121.623271,2.3,0.033,13,Salinas 3
2023-01-09,36.6942610009043,-121.623271,5.7,0.04,32,Salinas 3
2023-01-10,36.6942610009043,-121.623271,5.1,0.043,28,Salinas 3
2023-01-11,36.6942610009043,-121.623271,4.1,0.035,23,Salinas 3
2023-01-12,36.6942610009043,-121.623271,5.0,0.032,28,Salinas 3
2023-01-19,36.6942610009043,-121.623271,4.4,0.033,24,Salinas 3
2023-01-20,36.6942610009043,-121.623271,7.4,0.032,41,Salinas 3
2023-01-21,36.6942610009043,-121.623271,7.2,0.033,40,Salinas 3
2023-01-22,36.6942610009043,-121.623271,7.4,0.038,41,Salinas 3
2023-01-23,36.6942610009043,-121.623271,6.0,0.036,33,Salinas 3
2023-01-24,36.6942610009043,-121.623271,5.1,0.034,28,Salinas 3
2023-01-25,36.6942610009043,-121.623271,6.1,0.03,34,Salinas 3
2023-01-26,36.6942610009043,-121.623271,6.7,0.036,37,Salinas 3
2023-01-27,36.6942610009043,-121.623271,6.1,0.033,34,Salinas 3
2023-01-28,36.6942610009043,-121.623271,6.7,0.038,37,Salinas 3
2023-01-29,36.6942610009043,-121.623271,4.3,0.038,24,Salinas 3
2023-01-30,36.6942610009043,-121.623271,2.5,0.033,14,Salinas 3
2023-01-31,36.6942610009043,-121.623271,6.4,0.034,36,Salinas 3
2023-02-01,36.6942610009043,-121.623271,6.3,0.034,35,Salinas 3
2023-02-02,36.6942610009043,-121.623271,3.9,0.037,22,Salinas 3
2023-02-03,36.6942610009043,-121.623271,5.6,0.033,31,Salinas 3
2023-02-04,36.6942610009043,-121.623271,3.8,0.038,21,Salinas 3
2023-02-05,36.6942610009043,-121.623271,6.7,0.041,37,Salinas 3
2023-02-06,36.6942610009043,-121.623271,4.9,0.035,27,Salinas 3
2023-02-07,36.6942610009043,-121.623271,7.6,0.03,42,Salinas 3
2023-02-08,36.6942610009043,-121.623271,9.6,0.033,52,Salinas 3
2023-02-09,36.6942610009043,-121.623271,17.9,0.038,67,Salinas 3
2023-02-10,36.6942610009043,-121.623271,8.0,0.042,44,Salinas 3
2023-02-11,36.6942610009043,-121.623271,7.0,0.035,39,Salinas 3
2023-02-12,36.6942610009043,-121.623271,9.0,0.032,50,Salinas 3
2023-02-13,36.6942610009043,-121.623271,13.1,0.035,58,Salinas 3
2023-02-14,36.6942610009043,-121.623271,9.0,0.038,50,Salinas 3
2023-02-15,36.6942610009043,-121.623271,6.6,0.038,37,Salinas 3
2023-02-16,36.6942610009043,-121.623271,5.4,0.034,30,Salinas 3
2023-02-17,36.6942610009043,-121.623271,7.1,0.039,39,Salinas 3
2023-02-18,36.6942610009043,-121.623271,9.1,0.04,51,Salinas 3
2023-02-19,36.6942610009043,-121.623271,8.6,0.041,48,Salinas 3
2023-02-20,36.6942610009043,-121.623271,8.6,0.041,48,Salinas 3
2023-02-21,36.6942610009043,-121.623271,9.5,0.041,52,Salinas 3
2023-02-22,36.6942610009043,-121.623271,6.1,0.043,34,Salinas 3
2023-02-23,36.6942610009043,-121.623271,4.2,0.041,23,Salinas 3
2023-02-24,36.6942610009043,-121.623271,4.2,0.042,23,Salinas 3
2023-02-25,36.6942610009043,-121.623271,4.1,0.042,23,Salinas 3
2023-02-26,36.6942610009043,-121.623271,5.6,0.037,31,Salinas 3
2023-02-27,36.6942610009043,-121.623271,6.3,0.041,35,Salinas 3
2023-02-28,36.6942610009043,-121.623271,3.7,0.043,21,Salinas 3
2023-03-01,36.6942610009043,-121.623271,6.4,0.043,36,Salinas 3
2023-03-02,36.6942610009043,-121.623271,5.7,0.041,32,Salinas 3
2023-03-03,36.6942610009043,-121.623271,6.0,0.038,33,Salinas 3
2023-03-04,36.6942610009043,-121.623271,8.9,0.049,49,Salinas 3
2023-03-05,36.6942610009043,-121.623271,6.8,0.049,38,Salinas 3
2023-03-06,36.6942610009043,-121.623271,5.6,0.045,31,Salinas 3
2023-03-07,36.6942610009043,-121.623271,5.2,0.046,29,Salinas 3
2023-03-08,36.6942610009043,-121.623271,5.3,0.042,29,Salinas 3
2023-03-09,36.6942610009043,-121.623271,5.0,0.041,28,Salinas 3
2023-03-10,36.6942610009043,-121.623271,5.1,0.039,28,Salinas 3
2023-03-11,36.6942610009043,-121.623271,3.9,0.029,22,Salinas 3
2023-03-12,36.6942610009043,-121.623271,4.8,0.028,27,Salinas 3
2023-03-13,36.6942610009043,-121.623271,2.5,0.031,14,Salinas 3
2023-03-14,36.6942610009043,-121.623271,3.0,0.042,17,Salinas 3
2023-03-15,36.6942610009043,-121.623271,7.2,0.043,40,Salinas 3
2023-03-16,36.6942610009043,-121.623271,8.1,0.041,45,Salinas 3
2023-03-17,36.6942610009043,-121.623271,8.0,0.04,44,Salinas 3
2023-03-18,36.6942610009043,-121.623271,10.1,0.048,53,Salinas 3
2023-03-19,36.6942610009043,-121.623271,5.2,0.043,29,Salinas 3
2023-03-20,36.6942610009043,-121.623271,4.7,0.047,26,Salinas 3
2023-03-21,36.6942610009043,-121.623271,5.0,0.045,28,Salinas 3
2023-03-22,36.6942610009043,-121.623271,5.1,0.041,28,Salinas 3
2023-03-23,36.6942610009043,-121.623271,6.4,0.048,36,Salinas 3
2023-03-24,36.6942610009043,-121.623271,7.7,0.046,43,Salinas 3
2023-03-25,36.6942610009043,-121.623271,7.5,0.044,42,Salinas 3
2023-03-26,36.6942610009043,-121.623271,7.7,0.046,43,Salinas 3
2023-03-27,36.6942610009043,-121.623271,5.2,0.049,29,Salinas 3
2023-03-28,36.6942610009043,-121.623271,5.9,0.042,33,Salinas 3
2023-03-29,36.6942610009043,-121.623271,5.5,0.044,31,Salinas 3
2023-03-30,36.6942610009043,-121.623271,6.5,0.048,36,Salinas 3
2023-03-31,36.6942610009043,-121.623271,4.0,0.046,22,Salinas 3
2023-04-01,36.6942610009043,-121.623271,6.8,0.048,38,Salinas 3
2023-04-02,36.6942610009043,-121.623271,5.9,0.045,33,Salinas 3
2023-04-03,36.6942610009043,-121.623271,5.7,0.043,32,Salinas 3
2023-04-04,36.6942610009043,-121.623271,6.5,0.044,36,Salinas 3
2023-04-05,36.6942610009043,-121.623271,6.5,0.044,36,Salinas 3
2023-04-06,36.6942610009043,-121.623271,3.7,0.045,21,Salinas 3
2023-04-07,36.6942610009043,-121.623271,4.6,0.037,26,Salinas 3
2023-04-08,36.6942610009043,-121.623271,4.1,0.037,23,Salinas 3
2023-04-09,36.6942610009043,-121.623271,7.7,0.045,43,Salinas 3
2023-04-10,36.6942610009043,-121.623271,4.7,0.03,26,Salinas 3
2023-04-11,36.6942610009043,-121.623271,6.3,0.047,35,Salinas 3
2023-04-12,36.6942610009043,-121.623271,7.0,0.046,39,Salinas 3
2023-04-13,36.6942610009043,-121.623271,8.2,0.044,46,Salinas 3
2023-04-14,36.6942610009043,-121.623271,6.7,0.046,37,Salinas 3
2023-04-15,36.6942610009043,-121.623271,6.5,0.043,36,Salinas 3
2023-04-16,36.6942610009043,-121.623271,6.7,0.043,37,Salinas 3
2023-04-17,36.6942610009043,-121.623271,6.6,0.045,37,Salinas 3
2023-04-18,36.6942610009043,-121.623271,7.5,0.045,42,Salinas 3
2023-04-19,36.6942610009043,-121.623271,7.6,0.047,42,Salinas 3
2023-04-20,36.6942610009043,-121.623271,9.7,0.047,52,Salinas 3
2023-04-21,36.6942610009043,-121.623271,10.9,0.042,54,Salinas 3
2023-04-22,36.6942610009043,-121.623271,8.0,0.031,44,Salinas 3
2023-04-23,36.6942610009043,-121.623271,5.2,0.035,29,Salinas 3
2023-04-24,36.6942610009043,-121.623271,12.0,0.043,56,Salinas 3
2023-04-26,36.6942610009043,-121.623271,8.2,0.036,46,Salinas 3
2023-04-27,36.6942610009043,-121.623271,6.9,0.037,38,Salinas 3
2023-04-28,36.6942610009043,-121.623271,7.2,0.036,40,Salinas 3
2023-04-29,36.6942610009043,-121.623271,5.7,0.035,32,Salinas 3
2023-04-30,36.6942610009043,-121.623271,8.5,0.041,47,Salinas 3
2023-05-01,36.6942610009043,-121.623271,4.6,0.04,26,Salinas 3
2023-05-02,36.6942610009043,-121.623271,3.4,0.034,19,Salinas 3
2023-05-03,36.6942610009043,-121.623271,3.7,0.037,21,Salinas 3
2023-05-04,36.6942610009043,-121.623271,4.4,0.039,24,Salinas 3
2023-05-05,36.6942610009043,-121.623271,5.7,0.039,32,Salinas 3
2023-05-06,36.6942610009043,-121.623271,5.5,0.036,31,Salinas 3
2023-05-07,36.6942610009043,-121.623271,6.0,0.04,33,Salinas 3
2023-05-08,36.6942610009043,-121.623271,5.6,0.041,31,Salinas 3
2023-05-09,36.6942610009043,-121.623271,5.7,0.04,32,Salinas 3
2023-05-10,36.6942610009043,-121.623271,5.1,0.045,28,Salinas 3
2023-05-11,36.6942610009043,-121.623271,7.1,0.038,39,Salinas 3
2023-05-12,36.6942610009043,-121.623271,7.0,0.034,39,Salinas 3
2023-05-13,36.6942610009043,-121.623271,8.0,0.034,44,Salinas 3
2023-05-14,36.6942610009043,-121.623271,5.7,0.037,32,Salinas 3
2023-05-15,36.6942610009043,-121.623271,5.4,0.037,30,Salinas 3
2023-05-16,36.6942610009043,-121.623271,8.2,0.032,46,Salinas 3
2023-05-17,36.6942610009043,-121.623271,8.5,0.037,47,Salinas 3
2023-05-18,36.6942610009043,-121.623271,5.8,0.038,32,Salinas 3
2023-05-19,36.6942610009043,-121.623271,8.5,0.027,47,Salinas 3
2023-05-20,36.6942610009043,-121.623271,5.5,0.024,31,Salinas 3
2023-05-21,36.6942610009043,-121.623271,6.5,0.029,36,Salinas 3
2023-05-22,36.6942610009043,-121.623271,12.4,0.039,57,Salinas 3
2023-05-23,36.6942610009043,-121.623271,14.9,0.039,62,Salinas 3
2023-05-24,36.6942610009043,-121.623271,8.3,0.038,46,Salinas 3
2023-05-25,36.6942610009043,-121.623271,5.8,0.036,32,Salinas 3
2023-05-26,36.6942610009043,-121.623271,4.2,0.036,23,Salinas 3
2023-05-27,36.6942610009043,-121.623271,4.5,0.032,25,Salinas 3
2023-05-28,36.6942610009043,-121.623271,8.0,0.035,44,Salinas 3
2023-05-29,36.6942610009043,-121.623271,7.0,0.034,39,Salinas 3
2023-05-30,36.6942610009043,-121.623271,4.8,0.035,27,Salinas 3
2023-05-31,36.6942610009043,-121.623271,9.4,0.036,52,Salinas 3
2023-06-01,36.6942610009043,-121.623271,12.5,0.036,57,Salinas 3
2023-06-02,36.6942610009043,-121.623271,11.7,0.038,56,Salinas 3
2023-06-03,36.6942610009043,-121.623271,10.9,0.034,54,Salinas 3
2023-06-04,36.6942610009043,-121.623271,11.6,0.031,56,Salinas 3
2023-06-05,36.6942610009043,-121.623271,3.7,0.035,21,Salinas 3
2023-06-06,36.6942610009043,-121.623271,7.5,0.036,42,Salinas 3
2023-06-07,36.6942610009043,-121.623271,5.1,0.036,28,Salinas 3
2023-06-08,36.6942610009043,-121.623271,5.4,0.037,30,Salinas 3
2023-06-09,36.6942610009043,-121.623271,5.6,0.039,31,Salinas 3
2023-06-10,36.6942610009043,-121.623271,6.7,0.033,37,Salinas 3
2023-06-11,36.6942610009043,-121.623271,4.8,0.031,27,Salinas 3
2023-06-12,36.6942610009043,-121.623271,4.7,0.033,26,Salinas 3
2023-06-13,36.6942610009043,-121.623271,4.6,0.029,26,Salinas 3
2023-06-14,36.6942610009043,-121.623271,6.1,0.033,34,Salinas 3
2023-06-15,36.6942610009043,-121.623271,5.6,0.034,31,Salinas 3
2023-06-16,36.6942610009043,-121.623271,7.0,0.035,39,Salinas 3
2023-06-17,36.6942610009043,-121.623271,9.8,0.037,52,Salinas 3
2023-06-18,36.6942610009043,-121.623271,9.4,0.035,52,Salinas 3
2023-06-19,36.6942610009043,-121.623271,7.3,0.033,41,Salinas 3
2023-06-20,36.6942610009043,-121.623271,8.0,0.029,44,Salinas 3
2023-06-21,36.6942610009043,-121.623271,8.7,0.028,48,Salinas 3
2023-06-22,36.6942610009043,-121.623271,7.9,0.031,44,Salinas 3
2023-06-23,36.6942610009043,-121.623271,5.1,0.033,28,Salinas 3
2023-06-24,36.6942610009043,-121.623271,6.5,0.032,36,Salinas 3
2023-06-25,36.6942610009043,-121.623271,5.6,0.031,31,Salinas 3
2023-06-26,36.6942610009043,-121.623271,5.0,0.022,28,Salinas 3
2023-06-27,36.6942610009043,-121.623271,5.2,0.021,29,Salinas 3
2023-06-28,36.6942610009043,-121.623271,4.9,0.02,27,Salinas 3
2023-06-29,36.6942610009043,-121.623271,6.1,0.02,34,Salinas 3
2023-06-30,36.6942610009043,-121.623271,7.3,0.02,41,Salinas 3
2023-07-01,36.6942610009043,-121.623271,8.8,0.028,49,Salinas 3
2023-07-02,36.6942610009043,-121.623271,7.5,0.028,42,Salinas 3
2023-07-03,36.6942610009043,-121.623271,9.2,0.034,51,Salinas 3
2023-07-04,36.6942610009043,-121.623271,11.9,0.034,56,Salinas 3
2023-07-05,36.6942610009043,-121.623271,7.3,0.035,41,Salinas 3
